"env_step","IPPO - Basic - Individual Rewards - 8 Agents - _step","IPPO - Basic - Individual Rewards - 8 Agents - _step__MIN","IPPO - Basic - Individual Rewards - 8 Agents - _step__MAX","IPPO - Basic - Individual Rewards - 8 Agents - individual_returns","IPPO - Basic - Individual Rewards - 8 Agents - individual_returns__MIN","IPPO - Basic - Individual Rewards - 8 Agents - individual_returns__MAX","IPPO - Basic - Individual Rewards - 1 Agents - _step","IPPO - Basic - Individual Rewards - 1 Agents - _step__MIN","IPPO - Basic - Individual Rewards - 1 Agents - _step__MAX","IPPO - Basic - Individual Rewards - 1 Agents - individual_returns","IPPO - Basic - Individual Rewards - 1 Agents - individual_returns__MIN","IPPO - Basic - Individual Rewards - 1 Agents - individual_returns__MAX","IPPO - Basic - Individual Rewards - 2 Agents - _step","IPPO - Basic - Individual Rewards - 2 Agents - _step__MIN","IPPO - Basic - Individual Rewards - 2 Agents - _step__MAX","IPPO - Basic - Individual Rewards - 2 Agents - individual_returns","IPPO - Basic - Individual Rewards - 2 Agents - individual_returns__MIN","IPPO - Basic - Individual Rewards - 2 Agents - individual_returns__MAX","IPPO - Basic - Individual Rewards - 4 Agents - _step","IPPO - Basic - Individual Rewards - 4 Agents - _step__MIN","IPPO - Basic - Individual Rewards - 4 Agents - _step__MAX","IPPO - Basic - Individual Rewards - 4 Agents - individual_returns","IPPO - Basic - Individual Rewards - 4 Agents - individual_returns__MIN","IPPO - Basic - Individual Rewards - 4 Agents - individual_returns__MAX"
"248627200","4856","4856","4856","29.62640953063965","29.62640953063965","29.62640953063965","4856","4856","4856","29.125205993652344","29.125205993652344","29.125205993652344","4856","4856","4856","30.27605438232422","30.27605438232422","30.27605438232422","4856","4856","4856","30.83922576904297","30.83922576904297","30.83922576904297"
"248678400","4857","4857","4857","28.744733810424805","28.744733810424805","28.744733810424805","4857","4857","4857","28.675003051757812","28.675003051757812","28.675003051757812","","","","","","","","","","","",""
"248729600","","","","","","","4858","4858","4858","28.675472259521484","28.675472259521484","28.675472259521484","","","","","","","4858","4858","4858","33.7388916015625","33.7388916015625","33.7388916015625"
"248832000","","","","","","","","","","","","","4860","4860","4860","30.682191848754883","30.682191848754883","30.682191848754883","","","","","",""
"248883200","","","","","","","","","","","","","4861","4861","4861","29.39666748046875","29.39666748046875","29.39666748046875","4861","4861","4861","31.426273345947266","31.426273345947266","31.426273345947266"
"248934400","","","","","","","","","","","","","","","","","","","4862","4862","4862","31.69130516052246","31.69130516052246","31.69130516052246"
"248985600","","","","","","","","","","","","","4863","4863","4863","29.204477310180664","29.204477310180664","29.204477310180664","4863","4863","4863","32.342926025390625","32.342926025390625","32.342926025390625"
"249036800","4864","4864","4864","28.32819938659668","28.32819938659668","28.32819938659668","4864","4864","4864","31.020790100097656","31.020790100097656","31.020790100097656","","","","","","","","","","","",""
"249088000","4865","4865","4865","29.18690299987793","29.18690299987793","29.18690299987793","4865","4865","4865","30.671430587768555","30.671430587768555","30.671430587768555","4865","4865","4865","30.895999908447266","30.895999908447266","30.895999908447266","4865","4865","4865","30.15973472595215","30.15973472595215","30.15973472595215"
"249139200","4866","4866","4866","31.011981964111328","31.011981964111328","31.011981964111328","4866","4866","4866","31.39906120300293","31.39906120300293","31.39906120300293","","","","","","","4866","4866","4866","31.360002517700195","31.360002517700195","31.360002517700195"
"249190400","","","","","","","","","","","","","4867","4867","4867","30.7434139251709","30.7434139251709","30.7434139251709","4867","4867","4867","32.070152282714844","32.070152282714844","32.070152282714844"
"249241600","4868","4868","4868","28.79914665222168","28.79914665222168","28.79914665222168","4868","4868","4868","30.345760345458984","30.345760345458984","30.345760345458984","4868","4868","4868","28.21887969970703","28.21887969970703","28.21887969970703","4868","4868","4868","31.397621154785156","31.397621154785156","31.397621154785156"
"249292800","","","","","","","4869","4869","4869","28.94615364074707","28.94615364074707","28.94615364074707","4869","4869","4869","29.15999984741211","29.15999984741211","29.15999984741211","","","","","",""
"249344000","4870","4870","4870","29.66017723083496","29.66017723083496","29.66017723083496","4870","4870","4870","29.78468132019043","29.78468132019043","29.78468132019043","","","","","","","","","","","",""
"249446400","4872","4872","4872","30.169557571411133","30.169557571411133","30.169557571411133","","","","","","","","","","","","","4872","4872","4872","31.304548263549805","31.304548263549805","31.304548263549805"
"249548800","","","","","","","4874","4874","4874","31.205768585205078","31.205768585205078","31.205768585205078","","","","","","","4874","4874","4874","27.778276443481445","27.778276443481445","27.778276443481445"
"249651200","","","","","","","4876","4876","4876","29.10892677307129","29.10892677307129","29.10892677307129","4876","4876","4876","28.306516647338867","28.306516647338867","28.306516647338867","4876","4876","4876","31.119930267333984","31.119930267333984","31.119930267333984"
"249702400","4877","4877","4877","29.102394104003906","29.102394104003906","29.102394104003906","4877","4877","4877","31.27391242980957","31.27391242980957","31.27391242980957","4877","4877","4877","29.614286422729492","29.614286422729492","29.614286422729492","4877","4877","4877","30.99549102783203","30.99549102783203","30.99549102783203"
"249753600","4878","4878","4878","30.456396102905273","30.456396102905273","30.456396102905273","4878","4878","4878","30.054126739501953","30.054126739501953","30.054126739501953","","","","","","","4878","4878","4878","30.4816951751709","30.4816951751709","30.4816951751709"
"249804800","","","","","","","","","","","","","4879","4879","4879","27.8985652923584","27.8985652923584","27.8985652923584","4879","4879","4879","28.80132484436035","28.80132484436035","28.80132484436035"
"249907200","","","","","","","","","","","","","4881","4881","4881","29.329837799072266","29.329837799072266","29.329837799072266","4881","4881","4881","30.311241149902344","30.311241149902344","30.311241149902344"
"249958400","4882","4882","4882","28.093582153320312","28.093582153320312","28.093582153320312","","","","","","","4882","4882","4882","28.084251403808594","28.084251403808594","28.084251403808594","","","","","",""
"250009600","","","","","","","4883","4883","4883","29.866127014160156","29.866127014160156","29.866127014160156","4883","4883","4883","27.662073135375977","27.662073135375977","27.662073135375977","4883","4883","4883","29.689746856689453","29.689746856689453","29.689746856689453"
"250060800","4884","4884","4884","29.711355209350586","29.711355209350586","29.711355209350586","","","","","","","","","","","","","","","","","",""
"250112000","4885","4885","4885","28.87380599975586","28.87380599975586","28.87380599975586","4885","4885","4885","28.571697235107422","28.571697235107422","28.571697235107422","4885","4885","4885","29.04295539855957","29.04295539855957","29.04295539855957","","","","","",""
"250163200","","","","","","","","","","","","","4886","4886","4886","28.13543701171875","28.13543701171875","28.13543701171875","4886","4886","4886","29.359922409057617","29.359922409057617","29.359922409057617"
"250214400","4887","4887","4887","28.736644744873047","28.736644744873047","28.736644744873047","4887","4887","4887","29.86146354675293","29.86146354675293","29.86146354675293","4887","4887","4887","28.546043395996094","28.546043395996094","28.546043395996094","4887","4887","4887","29.74960708618164","29.74960708618164","29.74960708618164"
"250265600","","","","","","","4888","4888","4888","31.993614196777344","31.993614196777344","31.993614196777344","","","","","","","4888","4888","4888","30.177587509155273","30.177587509155273","30.177587509155273"
"250316800","4889","4889","4889","28.919322967529297","28.919322967529297","28.919322967529297","","","","","","","4889","4889","4889","30.404190063476562","30.404190063476562","30.404190063476562","4889","4889","4889","32.15263366699219","32.15263366699219","32.15263366699219"
"250368000","4890","4890","4890","28.124267578125","28.124267578125","28.124267578125","","","","","","","4890","4890","4890","30.84122657775879","30.84122657775879","30.84122657775879","","","","","",""
"250419200","4891","4891","4891","31.013683319091797","31.013683319091797","31.013683319091797","4891","4891","4891","28.849994659423828","28.849994659423828","28.849994659423828","","","","","","","4891","4891","4891","30.115352630615234","30.115352630615234","30.115352630615234"
"250470400","","","","","","","4892","4892","4892","28.684907913208008","28.684907913208008","28.684907913208008","4892","4892","4892","29.830211639404297","29.830211639404297","29.830211639404297","","","","","",""
"250521600","4893","4893","4893","29.629655838012695","29.629655838012695","29.629655838012695","4893","4893","4893","32.42231369018555","32.42231369018555","32.42231369018555","4893","4893","4893","30.761287689208984","30.761287689208984","30.761287689208984","4893","4893","4893","29.978679656982422","29.978679656982422","29.978679656982422"
"250572800","4894","4894","4894","29.68332862854004","29.68332862854004","29.68332862854004","4894","4894","4894","29.178735733032227","29.178735733032227","29.178735733032227","","","","","","","","","","","",""
"250675200","","","","","","","4896","4896","4896","30.217649459838867","30.217649459838867","30.217649459838867","","","","","","","4896","4896","4896","31.009092330932617","31.009092330932617","31.009092330932617"
"250726400","4897","4897","4897","29.20293617248535","29.20293617248535","29.20293617248535","","","","","","","4897","4897","4897","31.438125610351562","31.438125610351562","31.438125610351562","4897","4897","4897","31.627315521240234","31.627315521240234","31.627315521240234"
"250777600","","","","","","","","","","","","","","","","","","","4898","4898","4898","29.15645408630371","29.15645408630371","29.15645408630371"
"250828800","4899","4899","4899","28.96122169494629","28.96122169494629","28.96122169494629","","","","","","","4899","4899","4899","29.79536247253418","29.79536247253418","29.79536247253418","4899","4899","4899","31.664514541625977","31.664514541625977","31.664514541625977"
"250880000","4900","4900","4900","28.37569808959961","28.37569808959961","28.37569808959961","4900","4900","4900","30.763866424560547","30.763866424560547","30.763866424560547","","","","","","","4900","4900","4900","29.426755905151367","29.426755905151367","29.426755905151367"
"250931200","4901","4901","4901","29.881811141967773","29.881811141967773","29.881811141967773","4901","4901","4901","29.850000381469727","29.850000381469727","29.850000381469727","","","","","","","","","","","",""
"250982400","4902","4902","4902","27.682964324951172","27.682964324951172","27.682964324951172","4902","4902","4902","31.12912368774414","31.12912368774414","31.12912368774414","","","","","","","4902","4902","4902","31.424467086791992","31.424467086791992","31.424467086791992"
"251033600","","","","","","","4903","4903","4903","30.403573989868164","30.403573989868164","30.403573989868164","4903","4903","4903","29.41021728515625","29.41021728515625","29.41021728515625","4903","4903","4903","30.680225372314453","30.680225372314453","30.680225372314453"
"251084800","4904","4904","4904","29.482349395751953","29.482349395751953","29.482349395751953","4904","4904","4904","30.46841812133789","30.46841812133789","30.46841812133789","","","","","","","4904","4904","4904","30.796428680419922","30.796428680419922","30.796428680419922"
"251136000","4905","4905","4905","29.29374122619629","29.29374122619629","29.29374122619629","","","","","","","","","","","","","","","","","",""
"251187200","4906","4906","4906","29.37777328491211","29.37777328491211","29.37777328491211","","","","","","","4906","4906","4906","30.150339126586914","30.150339126586914","30.150339126586914","4906","4906","4906","31.942861557006836","31.942861557006836","31.942861557006836"
"251238400","4907","4907","4907","27.802425384521484","27.802425384521484","27.802425384521484","4907","4907","4907","27.951234817504883","27.951234817504883","27.951234817504883","4907","4907","4907","30.52666664123535","30.52666664123535","30.52666664123535","4907","4907","4907","30.797826766967773","30.797826766967773","30.797826766967773"
"251289600","","","","","","","4908","4908","4908","29.134777069091797","29.134777069091797","29.134777069091797","4908","4908","4908","29.910213470458984","29.910213470458984","29.910213470458984","4908","4908","4908","33.16086959838867","33.16086959838867","33.16086959838867"
"251392000","","","","","","","4910","4910","4910","30.122554779052734","30.122554779052734","30.122554779052734","4910","4910","4910","31.603425979614258","31.603425979614258","31.603425979614258","4910","4910","4910","29.63846206665039","29.63846206665039","29.63846206665039"
"251443200","4911","4911","4911","27.551525115966797","27.551525115966797","27.551525115966797","","","","","","","","","","","","","","","","","",""
"251494400","","","","","","","4912","4912","4912","29.253150939941406","29.253150939941406","29.253150939941406","","","","","","","","","","","",""
"251545600","","","","","","","","","","","","","4913","4913","4913","29.78965187072754","29.78965187072754","29.78965187072754","4913","4913","4913","31.126422882080078","31.126422882080078","31.126422882080078"
"251596800","","","","","","","4914","4914","4914","28.89645767211914","28.89645767211914","28.89645767211914","","","","","","","","","","","",""
"251648000","","","","","","","4915","4915","4915","29.21904754638672","29.21904754638672","29.21904754638672","4915","4915","4915","29.720966339111328","29.720966339111328","29.720966339111328","","","","","",""
"251699200","4916","4916","4916","26.774139404296875","26.774139404296875","26.774139404296875","4916","4916","4916","29.630611419677734","29.630611419677734","29.630611419677734","4916","4916","4916","31.635717391967773","31.635717391967773","31.635717391967773","","","","","",""
"251750400","","","","","","","","","","","","","4917","4917","4917","29.26399803161621","29.26399803161621","29.26399803161621","","","","","",""
"251801600","","","","","","","","","","","","","","","","","","","4918","4918","4918","31.810422897338867","31.810422897338867","31.810422897338867"
"251852800","4919","4919","4919","27.398073196411133","27.398073196411133","27.398073196411133","","","","","","","4919","4919","4919","28.892589569091797","28.892589569091797","28.892589569091797","","","","","",""
"251904000","","","","","","","4920","4920","4920","30.614015579223633","30.614015579223633","30.614015579223633","4920","4920","4920","30.233797073364258","30.233797073364258","30.233797073364258","","","","","",""
"251955200","","","","","","","4921","4921","4921","30.819005966186523","30.819005966186523","30.819005966186523","4921","4921","4921","30.77968978881836","30.77968978881836","30.77968978881836","4921","4921","4921","30.4564208984375","30.4564208984375","30.4564208984375"
"252006400","4922","4922","4922","29.029680252075195","29.029680252075195","29.029680252075195","","","","","","","","","","","","","","","","","",""
"252057600","4923","4923","4923","29.428401947021484","29.428401947021484","29.428401947021484","","","","","","","","","","","","","","","","","",""
"252108800","","","","","","","","","","","","","4924","4924","4924","30.25151824951172","30.25151824951172","30.25151824951172","4924","4924","4924","31.953659057617188","31.953659057617188","31.953659057617188"
"252160000","4925","4925","4925","28.998987197875977","28.998987197875977","28.998987197875977","","","","","","","4925","4925","4925","28.657432556152344","28.657432556152344","28.657432556152344","4925","4925","4925","32.07817840576172","32.07817840576172","32.07817840576172"
"252211200","4926","4926","4926","30.559635162353516","30.559635162353516","30.559635162353516","","","","","","","4926","4926","4926","29.9544734954834","29.9544734954834","29.9544734954834","","","","","",""
"252262400","","","","","","","4927","4927","4927","29.70937156677246","29.70937156677246","29.70937156677246","","","","","","","4927","4927","4927","32.47500228881836","32.47500228881836","32.47500228881836"
"252313600","4928","4928","4928","29.641353607177734","29.641353607177734","29.641353607177734","4928","4928","4928","30.163999557495117","30.163999557495117","30.163999557495117","","","","","","","4928","4928","4928","31.363672256469727","31.363672256469727","31.363672256469727"
"252364800","","","","","","","4929","4929","4929","29.924072265625","29.924072265625","29.924072265625","4929","4929","4929","30.242361068725586","30.242361068725586","30.242361068725586","","","","","",""
"252416000","4930","4930","4930","29.308330535888672","29.308330535888672","29.308330535888672","4930","4930","4930","29.896455764770508","29.896455764770508","29.896455764770508","4930","4930","4930","31.012409210205078","31.012409210205078","31.012409210205078","","","","","",""
"252467200","","","","","","","4931","4931","4931","31.439998626708984","31.439998626708984","31.439998626708984","","","","","","","","","","","",""
"252518400","4932","4932","4932","29.09269905090332","29.09269905090332","29.09269905090332","","","","","","","","","","","","","4932","4932","4932","32.70877456665039","32.70877456665039","32.70877456665039"
"252620800","","","","","","","4934","4934","4934","29.072219848632812","29.072219848632812","29.072219848632812","","","","","","","","","","","",""
"252672000","4935","4935","4935","30.523818969726562","30.523818969726562","30.523818969726562","4935","4935","4935","29.67521858215332","29.67521858215332","29.67521858215332","4935","4935","4935","30.5822696685791","30.5822696685791","30.5822696685791","","","","","",""
"252723200","4936","4936","4936","29.72258949279785","29.72258949279785","29.72258949279785","4936","4936","4936","29.299999237060547","29.299999237060547","29.299999237060547","4936","4936","4936","29.885713577270508","29.885713577270508","29.885713577270508","4936","4936","4936","31.970970153808594","31.970970153808594","31.970970153808594"
"252774400","4937","4937","4937","30.227331161499023","30.227331161499023","30.227331161499023","","","","","","","","","","","","","","","","","",""
"252825600","4938","4938","4938","29.971784591674805","29.971784591674805","29.971784591674805","4938","4938","4938","30.611806869506836","30.611806869506836","30.611806869506836","4938","4938","4938","32.37273025512695","32.37273025512695","32.37273025512695","","","","","",""
"252876800","4939","4939","4939","29.244226455688477","29.244226455688477","29.244226455688477","4939","4939","4939","30.19821548461914","30.19821548461914","30.19821548461914","","","","","","","","","","","",""
"252928000","","","","","","","4940","4940","4940","31.55689239501953","31.55689239501953","31.55689239501953","4940","4940","4940","31.934860229492188","31.934860229492188","31.934860229492188","4940","4940","4940","32.558677673339844","32.558677673339844","32.558677673339844"
"252979200","","","","","","","","","","","","","4941","4941","4941","31.4652156829834","31.4652156829834","31.4652156829834","4941","4941","4941","31.767972946166992","31.767972946166992","31.767972946166992"
"253030400","4942","4942","4942","28.237993240356445","28.237993240356445","28.237993240356445","","","","","","","","","","","","","4942","4942","4942","31.893861770629883","31.893861770629883","31.893861770629883"
"253081600","4943","4943","4943","29.933332443237305","29.933332443237305","29.933332443237305","","","","","","","","","","","","","4943","4943","4943","31.744739532470703","31.744739532470703","31.744739532470703"
"253132800","4944","4944","4944","29.43074607849121","29.43074607849121","29.43074607849121","","","","","","","4944","4944","4944","29.98848533630371","29.98848533630371","29.98848533630371","4944","4944","4944","31.562301635742188","31.562301635742188","31.562301635742188"
"253184000","4945","4945","4945","31.188533782958984","31.188533782958984","31.188533782958984","","","","","","","","","","","","","","","","","",""
"253235200","4946","4946","4946","30.61360740661621","30.61360740661621","30.61360740661621","4946","4946","4946","30.382827758789062","30.382827758789062","30.382827758789062","4946","4946","4946","29.83611488342285","29.83611488342285","29.83611488342285","","","","","",""
"253286400","4947","4947","4947","30.264211654663086","30.264211654663086","30.264211654663086","","","","","","","4947","4947","4947","30.642942428588867","30.642942428588867","30.642942428588867","","","","","",""
"253337600","4948","4948","4948","28.9804744720459","28.9804744720459","28.9804744720459","","","","","","","4948","4948","4948","30.922836303710938","30.922836303710938","30.922836303710938","4948","4948","4948","33.020084381103516","33.020084381103516","33.020084381103516"
"253388800","","","","","","","4949","4949","4949","28.740774154663086","28.740774154663086","28.740774154663086","","","","","","","","","","","",""
"253440000","","","","","","","4950","4950","4950","30.49285888671875","30.49285888671875","30.49285888671875","4950","4950","4950","29.420310974121094","29.420310974121094","29.420310974121094","","","","","",""
"253491200","4951","4951","4951","29.051834106445312","29.051834106445312","29.051834106445312","4951","4951","4951","29.609432220458984","29.609432220458984","29.609432220458984","4951","4951","4951","29.819297790527344","29.819297790527344","29.819297790527344","","","","","",""
"253542400","","","","","","","4952","4952","4952","30.266660690307617","30.266660690307617","30.266660690307617","","","","","","","4952","4952","4952","32.67727279663086","32.67727279663086","32.67727279663086"
"253593600","","","","","","","4953","4953","4953","29.13809585571289","29.13809585571289","29.13809585571289","4953","4953","4953","30.73513412475586","30.73513412475586","30.73513412475586","","","","","",""
"253644800","4954","4954","4954","30.038450241088867","30.038450241088867","30.038450241088867","4954","4954","4954","30.07368278503418","30.07368278503418","30.07368278503418","","","","","","","4954","4954","4954","30.783334732055664","30.783334732055664","30.783334732055664"
"253798400","","","","","","","4957","4957","4957","31.056987762451172","31.056987762451172","31.056987762451172","4957","4957","4957","31.133895874023438","31.133895874023438","31.133895874023438","","","","","",""
"253849600","4958","4958","4958","29.31175422668457","29.31175422668457","29.31175422668457","","","","","","","","","","","","","4958","4958","4958","33.09359359741211","33.09359359741211","33.09359359741211"
"253900800","4959","4959","4959","28.578718185424805","28.578718185424805","28.578718185424805","4959","4959","4959","30.119421005249023","30.119421005249023","30.119421005249023","4959","4959","4959","30.822975158691406","30.822975158691406","30.822975158691406","","","","","",""
"253952000","4960","4960","4960","30.801918029785156","30.801918029785156","30.801918029785156","","","","","","","4960","4960","4960","31.116804122924805","31.116804122924805","31.116804122924805","4960","4960","4960","32.90147018432617","32.90147018432617","32.90147018432617"
"254003200","","","","","","","","","","","","","4961","4961","4961","30.626079559326172","30.626079559326172","30.626079559326172","4961","4961","4961","32.35559844970703","32.35559844970703","32.35559844970703"
"254054400","4962","4962","4962","28.568485260009766","28.568485260009766","28.568485260009766","","","","","","","","","","","","","4962","4962","4962","31.48617935180664","31.48617935180664","31.48617935180664"
"254105600","4963","4963","4963","28.96925926208496","28.96925926208496","28.96925926208496","4963","4963","4963","28.25740623474121","28.25740623474121","28.25740623474121","4963","4963","4963","29.743385314941406","29.743385314941406","29.743385314941406","4963","4963","4963","31.69423484802246","31.69423484802246","31.69423484802246"
"254156800","4964","4964","4964","29.836355209350586","29.836355209350586","29.836355209350586","4964","4964","4964","28.53877067565918","28.53877067565918","28.53877067565918","","","","","","","4964","4964","4964","31.567462921142578","31.567462921142578","31.567462921142578"
"254208000","4965","4965","4965","28.36726951599121","28.36726951599121","28.36726951599121","","","","","","","","","","","","","","","","","",""
"254259200","4966","4966","4966","28.943994522094727","28.943994522094727","28.943994522094727","4966","4966","4966","30.392452239990234","30.392452239990234","30.392452239990234","","","","","","","","","","","",""
"254310400","","","","","","","4967","4967","4967","29.548599243164062","29.548599243164062","29.548599243164062","4967","4967","4967","30.991474151611328","30.991474151611328","30.991474151611328","4967","4967","4967","32.97000503540039","32.97000503540039","32.97000503540039"
"254361600","4968","4968","4968","27.53957748413086","27.53957748413086","27.53957748413086","4968","4968","4968","29.439620971679688","29.439620971679688","29.439620971679688","","","","","","","4968","4968","4968","33.81544876098633","33.81544876098633","33.81544876098633"
"254412800","","","","","","","","","","","","","4969","4969","4969","30.696897506713867","30.696897506713867","30.696897506713867","4969","4969","4969","32.08242416381836","32.08242416381836","32.08242416381836"
"254464000","4970","4970","4970","28.960708618164062","28.960708618164062","28.960708618164062","4970","4970","4970","30.394737243652344","30.394737243652344","30.394737243652344","","","","","","","","","","","",""
"254515200","","","","","","","4971","4971","4971","28.821645736694336","28.821645736694336","28.821645736694336","4971","4971","4971","29.877779006958008","29.877779006958008","29.877779006958008","","","","","",""
"254566400","4972","4972","4972","29.351043701171875","29.351043701171875","29.351043701171875","","","","","","","4972","4972","4972","29.98671531677246","29.98671531677246","29.98671531677246","","","","","",""
"254617600","","","","","","","4973","4973","4973","29.426082611083984","29.426082611083984","29.426082611083984","4973","4973","4973","29.00526237487793","29.00526237487793","29.00526237487793","4973","4973","4973","33.232940673828125","33.232940673828125","33.232940673828125"
"254668800","","","","","","","","","","","","","","","","","","","4974","4974","4974","32.33185577392578","32.33185577392578","32.33185577392578"
"254720000","4975","4975","4975","29.22382354736328","29.22382354736328","29.22382354736328","4975","4975","4975","27.54303741455078","27.54303741455078","27.54303741455078","4975","4975","4975","29.575611114501953","29.575611114501953","29.575611114501953","","","","","",""
"254771200","","","","","","","","","","","","","","","","","","","4976","4976","4976","34.05117416381836","34.05117416381836","34.05117416381836"
"254822400","4977","4977","4977","29.8120059967041","29.8120059967041","29.8120059967041","4977","4977","4977","29.901884078979492","29.901884078979492","29.901884078979492","4977","4977","4977","28.38448143005371","28.38448143005371","28.38448143005371","","","","","",""
"254873600","4978","4978","4978","29.927263259887695","29.927263259887695","29.927263259887695","4978","4978","4978","30.474998474121094","30.474998474121094","30.474998474121094","","","","","","","","","","","",""
"254924800","4979","4979","4979","29.191858291625977","29.191858291625977","29.191858291625977","4979","4979","4979","30.14166831970215","30.14166831970215","30.14166831970215","4979","4979","4979","28.193490982055664","28.193490982055664","28.193490982055664","4979","4979","4979","31.22031021118164","31.22031021118164","31.22031021118164"
"254976000","","","","","","","4980","4980","4980","27.5772705078125","27.5772705078125","27.5772705078125","","","","","","","","","","","",""
"255027200","","","","","","","4981","4981","4981","29.684268951416016","29.684268951416016","29.684268951416016","","","","","","","","","","","",""
"255129600","","","","","","","","","","","","","4983","4983","4983","29.549274444580078","29.549274444580078","29.549274444580078","","","","","",""
"255180800","4984","4984","4984","28.629013061523438","28.629013061523438","28.629013061523438","4984","4984","4984","30.645450592041016","30.645450592041016","30.645450592041016","4984","4984","4984","30.35000228881836","30.35000228881836","30.35000228881836","","","","","",""
"255232000","4985","4985","4985","29.014728546142578","29.014728546142578","29.014728546142578","","","","","","","","","","","","","4985","4985","4985","30.620981216430664","30.620981216430664","30.620981216430664"
"255283200","4986","4986","4986","28.764657974243164","28.764657974243164","28.764657974243164","","","","","","","","","","","","","4986","4986","4986","32.18552780151367","32.18552780151367","32.18552780151367"
"255334400","","","","","","","4987","4987","4987","28.1693058013916","28.1693058013916","28.1693058013916","4987","4987","4987","30.27829360961914","30.27829360961914","30.27829360961914","4987","4987","4987","32.72600173950195","32.72600173950195","32.72600173950195"
"255385600","4988","4988","4988","29.92434310913086","29.92434310913086","29.92434310913086","4988","4988","4988","27.757143020629883","27.757143020629883","27.757143020629883","4988","4988","4988","30.262392044067383","30.262392044067383","30.262392044067383","","","","","",""
"255436800","","","","","","","4989","4989","4989","27.5273494720459","27.5273494720459","27.5273494720459","4989","4989","4989","29.026357650756836","29.026357650756836","29.026357650756836","","","","","",""
"255488000","","","","","","","4990","4990","4990","28.989904403686523","28.989904403686523","28.989904403686523","","","","","","","","","","","",""
"255539200","4991","4991","4991","29.339574813842773","29.339574813842773","29.339574813842773","","","","","","","","","","","","","","","","","",""
"255590400","4992","4992","4992","29.3010311126709","29.3010311126709","29.3010311126709","","","","","","","4992","4992","4992","30.636186599731445","30.636186599731445","30.636186599731445","4992","4992","4992","30.308338165283203","30.308338165283203","30.308338165283203"
"255641600","4993","4993","4993","27.888032913208008","27.888032913208008","27.888032913208008","","","","","","","4993","4993","4993","28.655115127563477","28.655115127563477","28.655115127563477","","","","","",""
"255744000","4995","4995","4995","29.394575119018555","29.394575119018555","29.394575119018555","4995","4995","4995","29.22612762451172","29.22612762451172","29.22612762451172","","","","","","","","","","","",""
"255795200","","","","","","","","","","","","","4996","4996","4996","30.40399932861328","30.40399932861328","30.40399932861328","4996","4996","4996","31.63368797302246","31.63368797302246","31.63368797302246"
"255846400","4997","4997","4997","29.477109909057617","29.477109909057617","29.477109909057617","4997","4997","4997","28.54762077331543","28.54762077331543","28.54762077331543","","","","","","","","","","","",""
"255897600","4998","4998","4998","29.645233154296875","29.645233154296875","29.645233154296875","4998","4998","4998","27.769996643066406","27.769996643066406","27.769996643066406","4998","4998","4998","31.78220558166504","31.78220558166504","31.78220558166504","4998","4998","4998","32.27372741699219","32.27372741699219","32.27372741699219"
"255948800","4999","4999","4999","28.08175277709961","28.08175277709961","28.08175277709961","","","","","","","","","","","","","","","","","",""
"256000000","5000","5000","5000","30.613880157470703","30.613880157470703","30.613880157470703","","","","","","","","","","","","","5000","5000","5000","31.79327964782715","31.79327964782715","31.79327964782715"
"256051200","5001","5001","5001","27.893095016479492","27.893095016479492","27.893095016479492","5001","5001","5001","30.181629180908203","30.181629180908203","30.181629180908203","","","","","","","","","","","",""
"256102400","","","","","","","5002","5002","5002","31.311006546020508","31.311006546020508","31.311006546020508","","","","","","","","","","","",""
"256153600","5003","5003","5003","29.281719207763672","29.281719207763672","29.281719207763672","","","","","","","","","","","","","","","","","",""
"256204800","","","","","","","5004","5004","5004","28.46633529663086","28.46633529663086","28.46633529663086","","","","","","","5004","5004","5004","31.78382110595703","31.78382110595703","31.78382110595703"
"256256000","","","","","","","5005","5005","5005","28.584531784057617","28.584531784057617","28.584531784057617","","","","","","","5005","5005","5005","32.668704986572266","32.668704986572266","32.668704986572266"
"256307200","5006","5006","5006","28.192468643188477","28.192468643188477","28.192468643188477","5006","5006","5006","28.320337295532227","28.320337295532227","28.320337295532227","5006","5006","5006","29.263866424560547","29.263866424560547","29.263866424560547","","","","","",""
"256358400","5007","5007","5007","28.274497985839844","28.274497985839844","28.274497985839844","5007","5007","5007","29.278215408325195","29.278215408325195","29.278215408325195","5007","5007","5007","31.12430191040039","31.12430191040039","31.12430191040039","","","","","",""
"256409600","5008","5008","5008","28.232532501220703","28.232532501220703","28.232532501220703","5008","5008","5008","29.96021270751953","29.96021270751953","29.96021270751953","5008","5008","5008","29.183334350585938","29.183334350585938","29.183334350585938","5008","5008","5008","31.950428009033203","31.950428009033203","31.950428009033203"
"256460800","","","","","","","","","","","","","5009","5009","5009","28.976757049560547","28.976757049560547","28.976757049560547","5009","5009","5009","32.48077392578125","32.48077392578125","32.48077392578125"
"256512000","5010","5010","5010","30.743377685546875","30.743377685546875","30.743377685546875","5010","5010","5010","28.847900390625","28.847900390625","28.847900390625","5010","5010","5010","29.717422485351562","29.717422485351562","29.717422485351562","5010","5010","5010","33.202457427978516","33.202457427978516","33.202457427978516"
"256563200","5011","5011","5011","29.18192481994629","29.18192481994629","29.18192481994629","5011","5011","5011","29.001514434814453","29.001514434814453","29.001514434814453","","","","","","","","","","","",""
